dataset,block_id,operation,r,arm,primary_sum,n_keys
uci,88,INTERVAL_MEAN,3,M,25.776370212435722,56
uci,88,INTERVAL_MEAN,3,O,25.704511728965574,56
uci,88,INTERVAL_MEAN,3,R,26.439876168552374,56
uci,88,INTERVAL_MEAN,6,M,26.212012385742533,56
uci,88,INTERVAL_MEAN,6,O,26.18550187142359,56
uci,88,INTERVAL_MEAN,6,R,26.720264686478508,56
uci,88,INTERVAL_MEAN,12,M,26.926387190818787,56
uci,88,INTERVAL_MEAN,12,O,26.744379431837135,56
uci,88,INTERVAL_MEAN,12,R,27.098548495521147,56
uci,89,END_BIN,3,M,21.214948980344666,56
uci,89,END_BIN,3,O,21.255845298369724,56
uci,89,END_BIN,3,R,21.777350397573578,56
uci,89,END_BIN,6,M,21.581332549038862,56
uci,89,END_BIN,6,O,21.593259705437553,56
uci,89,END_BIN,6,R,22.559679255303408,56
uci,89,END_BIN,12,M,23.218938181797665,56
uci,89,END_BIN,12,O,23.214912932366133,56
uci,89,END_BIN,12,R,23.471602861666018,56
uci,89,INTERVAL_MEAN,3,M,21.117920800215668,56
uci,89,INTERVAL_MEAN,3,O,21.111253079026937,56
uci,89,INTERVAL_MEAN,3,R,21.773214669691193,56
uci,89,INTERVAL_MEAN,6,M,21.645427431083387,56
uci,89,INTERVAL_MEAN,6,O,21.51176045462489,56
uci,89,INTERVAL_MEAN,6,R,22.017738494194216,56
uci,89,INTERVAL_MEAN,12,M,22.261788483709097,56
uci,89,INTERVAL_MEAN,12,O,22.209095393617947,56
uci,89,INTERVAL_MEAN,12,R,22.480115747286213,56
uci,90,END_BIN,3,M,26.189634070214296,56
uci,90,END_BIN,3,O,26.140179111311834,56
uci,90,END_BIN,3,R,26.935391921550035,56
uci,90,END_BIN,6,M,27.69262209162116,56
uci,90,END_BIN,6,O,27.625061800289487,56
uci,90,END_BIN,6,R,28.50348141582476,56
uci,90,END_BIN,12,M,29.2159494654172,56
uci,90,END_BIN,12,O,29.067851460642284,56
uci,90,END_BIN,12,R,30.029214409490425,56
uci,90,INTERVAL_MEAN,3,M,25.569813729160362,56
uci,90,INTERVAL_MEAN,3,O,25.331572773555916,56
uci,90,INTERVAL_MEAN,3,R,26.54435285594728,56
uci,90,INTERVAL_MEAN,6,M,25.907671557118494,56
uci,90,INTERVAL_MEAN,6,O,26.09822615608573,56
uci,90,INTERVAL_MEAN,6,R,27.19536596453852,56
uci,90,INTERVAL_MEAN,12,M,27.51467116425435,56
uci,90,INTERVAL_MEAN,12,O,27.265950612930787,56
uci,90,INTERVAL_MEAN,12,R,28.273274548351765,56
uci,91,END_BIN,3,M,32.909697000351215,56
uci,91,END_BIN,3,O,32.9505836756693,56
uci,91,END_BIN,3,R,33.405626155643,56
uci,91,END_BIN,6,M,34.30958660981721,56
uci,91,END_BIN,6,O,34.290618078576195,56
uci,91,END_BIN,6,R,34.937466963504754,56
uci,91,END_BIN,12,M,35.21051889906327,56
uci,91,END_BIN,12,O,35.14009633370572,56
uci,91,END_BIN,12,R,35.905908991479215,56
uci,91,INTERVAL_MEAN,3,M,32.772935988588465,56
uci,91,INTERVAL_MEAN,3,O,32.724855491063664,56
uci,91,INTERVAL_MEAN,3,R,33.34296999499202,56
uci,91,INTERVAL_MEAN,6,M,33.47067054361105,56
uci,91,INTERVAL_MEAN,6,O,33.281309325248,56
uci,91,INTERVAL_MEAN,6,R,33.7241502619452,56
uci,91,INTERVAL_MEAN,12,M,34.32159750246339,56
uci,91,INTERVAL_MEAN,12,O,34.091734900656675,56
uci,91,INTERVAL_MEAN,12,R,34.43783826815585,56
uci,92,END_BIN,3,M,27.520063682976694,56
uci,92,END_BIN,3,O,27.481093249801134,56
uci,92,END_BIN,3,R,29.222393200215365,56
uci,92,END_BIN,6,M,26.746183984809452,56
uci,92,END_BIN,6,O,26.8930823939542,56
uci,92,END_BIN,6,R,28.93131337314844,56
uci,92,END_BIN,12,M,27.685413199580378,56
uci,92,END_BIN,12,O,27.798502382511895,56
uci,92,END_BIN,12,R,29.02014392386708,56
uci,92,INTERVAL_MEAN,3,M,27.88465501781967,56
uci,92,INTERVAL_MEAN,3,O,27.86421797879868,56
uci,92,INTERVAL_MEAN,3,R,29.04863784296645,56
uci,92,INTERVAL_MEAN,6,M,29.727325696912075,56
uci,92,INTERVAL_MEAN,6,O,29.86672881949279,56
uci,92,INTERVAL_MEAN,6,R,29.927267872211004,56
uci,92,INTERVAL_MEAN,12,M,31.51597195946508,56
uci,92,INTERVAL_MEAN,12,O,31.330968016137682,56
uci,92,INTERVAL_MEAN,12,R,30.945535350177025,56
uci,93,END_BIN,3,M,32.152257243378294,56
uci,93,END_BIN,3,O,32.108422760748205,56
uci,93,END_BIN,3,R,33.50007356206576,56
uci,93,END_BIN,6,M,33.922477240363754,56
uci,93,END_BIN,6,O,33.84972149588995,56
uci,93,END_BIN,6,R,35.97944315481517,56
uci,93,END_BIN,12,M,34.91767346196704,56
uci,93,END_BIN,12,O,34.82707488536835,56
uci,93,END_BIN,12,R,36.35532344008485,56
uci,93,INTERVAL_MEAN,3,M,31.517983588286572,56
uci,93,INTERVAL_MEAN,3,O,31.400010789020193,56
uci,93,INTERVAL_MEAN,3,R,33.71654708600707,56
uci,93,INTERVAL_MEAN,6,M,32.36698445719149,56
uci,93,INTERVAL_MEAN,6,O,32.31861490176784,56
uci,93,INTERVAL_MEAN,6,R,34.34339632549219,56
uci,93,INTERVAL_MEAN,12,M,34.035724855545496,56
uci,93,INTERVAL_MEAN,12,O,33.97257789224386,56
uci,93,INTERVAL_MEAN,12,R,35.48457406502631,56
uci,94,END_BIN,3,M,19.09912233468559,40
uci,94,END_BIN,3,O,19.045787757469547,40
uci,94,END_BIN,3,R,20.733031327525776,40
uci,94,END_BIN,6,M,19.98794232888354,40
uci,94,END_BIN,6,O,20.007257199121845,40
uci,94,END_BIN,6,R,21.71543268652426,40
uci,94,END_BIN,12,M,20.235156173921293,40
uci,94,END_BIN,12,O,20.225971904065872,40
uci,94,END_BIN,12,R,22.68553979612059,40
uci,94,INTERVAL_MEAN,3,M,19.196865633130074,40
uci,94,INTERVAL_MEAN,3,O,19.01595415464706,40
uci,94,INTERVAL_MEAN,3,R,21.249621642546522,40
uci,94,INTERVAL_MEAN,6,M,20.485585060384537,40
uci,94,INTERVAL_MEAN,6,O,20.560255556056898,40
uci,94,INTERVAL_MEAN,6,R,22.2011543897291,40
uci,94,INTERVAL_MEAN,12,M,21.928674415581757,40
uci,94,INTERVAL_MEAN,12,O,22.055427557064426,40
uci,94,INTERVAL_MEAN,12,R,23.549814723845984,40
uci,95,END_BIN,3,M,16.393441165693933,52
uci,95,END_BIN,3,O,16.33943995854093,52
uci,95,END_BIN,3,R,16.8365911429541,52
uci,95,END_BIN,6,M,16.12980600653423,52
uci,95,END_BIN,6,O,16.056834168318243,52
uci,95,END_BIN,6,R,16.83511810687681,52
uci,95,END_BIN,12,M,16.123056090333396,52
uci,95,END_BIN,12,O,16.109075892716646,52
uci,95,END_BIN,12,R,16.40964198816154,52
uci,95,INTERVAL_MEAN,3,M,16.996402371260857,52
uci,95,INTERVAL_MEAN,3,O,17.02948758130272,52
uci,95,INTERVAL_MEAN,3,R,17.083022898890906,52
uci,95,INTERVAL_MEAN,6,M,17.36872803274956,52
uci,95,INTERVAL_MEAN,6,O,17.40543281762964,52
uci,95,INTERVAL_MEAN,6,R,17.29973619658914,52
uci,95,INTERVAL_MEAN,12,M,18.235116999182438,52
uci,95,INTERVAL_MEAN,12,O,17.936431620890897,52
uci,95,INTERVAL_MEAN,12,R,17.75407418774234,52
uci,96,END_BIN,3,M,39.31605342092614,56
uci,96,END_BIN,3,O,39.072774570435286,56
uci,96,END_BIN,3,R,40.172945806135736,56
uci,96,END_BIN,6,M,39.30629842583504,56
uci,96,END_BIN,6,O,39.123195465654135,56
uci,96,END_BIN,6,R,39.77561121227013,56
uci,96,END_BIN,12,M,40.103263908065856,56
uci,96,END_BIN,12,O,40.007328587066795,56
uci,96,END_BIN,12,R,40.25667002693646,56
uci,96,INTERVAL_MEAN,3,M,39.75532371447318,56
uci,96,INTERVAL_MEAN,3,O,39.4326935859604,56
uci,96,INTERVAL_MEAN,3,R,39.81965188868344,56
uci,96,INTERVAL_MEAN,6,M,39.360891577477254,56
uci,96,INTERVAL_MEAN,6,O,39.23147240343193,56
uci,96,INTERVAL_MEAN,6,R,39.722625847905874,56
uci,96,INTERVAL_MEAN,12,M,40.43456368106935,56
uci,96,INTERVAL_MEAN,12,O,39.614878764169084,56
uci,96,INTERVAL_MEAN,12,R,40.18615068350401,56
uci,97,END_BIN,3,M,19.153608826299507,20
uci,97,END_BIN,3,O,19.226732397245037,20
uci,97,END_BIN,3,R,17.67446355231934,20
uci,97,END_BIN,6,M,19.982281462599833,20
uci,97,END_BIN,6,O,20.06062048383885,20
uci,97,END_BIN,6,R,18.73853215533826,20
uci,97,END_BIN,12,M,19.9511922399203,20
uci,97,END_BIN,12,O,20.071877504388492,20
uci,97,END_BIN,12,R,18.777853088246452,20
uci,97,INTERVAL_MEAN,3,M,18.99878116324544,20
uci,97,INTERVAL_MEAN,3,O,19.013319830513662,20
uci,97,INTERVAL_MEAN,3,R,17.59825246118837,20
uci,97,INTERVAL_MEAN,6,M,18.61113947091831,20
uci,97,INTERVAL_MEAN,6,O,18.81127880844805,20
uci,97,INTERVAL_MEAN,6,R,17.69396235835221,20
uci,97,INTERVAL_MEAN,12,M,19.261247797144783,20
uci,97,INTERVAL_MEAN,12,O,18.983805999573732,20
uci,97,INTERVAL_MEAN,12,R,18.070776068502003,20
uci,98,END_BIN,3,M,15.2375102672312,48
uci,98,END_BIN,3,O,15.241466152585215,48
uci,98,END_BIN,3,R,15.864266428682539,48
uci,98,END_BIN,6,M,15.800338086982569,48
uci,98,END_BIN,6,O,15.779921493182579,48
uci,98,END_BIN,6,R,16.2672560169465,48
uci,98,END_BIN,12,M,17.371800406939453,48
uci,98,END_BIN,12,O,17.201053452988464,48
uci,98,END_BIN,12,R,17.71100296287073,48
uci,98,INTERVAL_MEAN,3,M,16.052213944908644,48
uci,98,INTERVAL_MEAN,3,O,16.115410950448776,48
uci,98,INTERVAL_MEAN,3,R,17.186290839066107,48
uci,98,INTERVAL_MEAN,6,M,17.35832312123643,48
uci,98,INTERVAL_MEAN,6,O,17.081714370184475,48
uci,98,INTERVAL_MEAN,6,R,17.58894771006372,48
uci,98,INTERVAL_MEAN,12,M,17.55761696688003,48
uci,98,INTERVAL_MEAN,12,O,17.598795232259565,48
uci,98,INTERVAL_MEAN,12,R,17.684533546368282,48
uci,99,END_BIN,3,M,24.406073516027796,44
uci,99,END_BIN,3,O,24.283473470972645,44
uci,99,END_BIN,3,R,24.1438083988097,44
uci,99,END_BIN,6,M,24.98242314035694,44
uci,99,END_BIN,6,O,24.8706660879155,44
uci,99,END_BIN,6,R,25.573064249422814,44
uci,99,END_BIN,12,M,25.079578841725986,44
uci,99,END_BIN,12,O,24.973944729401005,44
uci,99,END_BIN,12,R,25.966694285472233,44
uci,99,INTERVAL_MEAN,3,M,24.68585293988387,44
uci,99,INTERVAL_MEAN,3,O,24.523686754206818,44
uci,99,INTERVAL_MEAN,3,R,24.482920288625692,44
uci,99,INTERVAL_MEAN,6,M,24.581122127258116,44
uci,99,INTERVAL_MEAN,6,O,24.663710340857506,44
uci,99,INTERVAL_MEAN,6,R,24.9756720525523,44
uci,99,INTERVAL_MEAN,12,M,24.759356977211105,44
uci,99,INTERVAL_MEAN,12,O,25.20890501803822,44
uci,99,INTERVAL_MEAN,12,R,25.910513626411557,44
uci,100,END_BIN,3,M,29.724697525302567,56
uci,100,END_BIN,3,O,29.646248002019192,56
uci,100,END_BIN,3,R,30.877565637230873,56
uci,100,END_BIN,6,M,30.22012716324793,56
uci,100,END_BIN,6,O,30.23473066588243,56
uci,100,END_BIN,6,R,31.32250704119603,56
uci,100,END_BIN,12,M,31.412323438872892,56
uci,100,END_BIN,12,O,31.46278354028861,56
uci,100,END_BIN,12,R,31.774230426384342,56
uci,100,INTERVAL_MEAN,3,M,31.46279050451186,56
uci,100,INTERVAL_MEAN,3,O,31.602861176348394,56
uci,100,INTERVAL_MEAN,3,R,31.91710837930441,56
uci,100,INTERVAL_MEAN,6,M,32.355927020311356,56
uci,100,INTERVAL_MEAN,6,O,32.37836882554822,56
uci,100,INTERVAL_MEAN,6,R,32.15070411107607,56
uci,100,INTERVAL_MEAN,12,M,32.099219657894636,56
uci,100,INTERVAL_MEAN,12,O,32.75006623110838,56
uci,100,INTERVAL_MEAN,12,R,32.24726588279009,56
uci,101,END_BIN,3,M,20.73304444303115,36
uci,101,END_BIN,3,O,20.6302072364423,36
uci,101,END_BIN,3,R,20.847341127693653,36
uci,101,END_BIN,6,M,21.95076355503665,36
uci,101,END_BIN,6,O,21.927927619053257,36
uci,101,END_BIN,6,R,22.012334825678003,36
uci,101,END_BIN,12,M,22.75821514179309,36
uci,101,END_BIN,12,O,22.779934976249933,36
uci,101,END_BIN,12,R,22.29110498478015,36
uci,101,INTERVAL_MEAN,3,M,20.87520843413141,36
uci,101,INTERVAL_MEAN,3,O,20.811030549307663,36
uci,101,INTERVAL_MEAN,3,R,20.75864536460075,36
uci,101,INTERVAL_MEAN,6,M,21.465498651067417,36
uci,101,INTERVAL_MEAN,6,O,21.399312302470207,36
uci,101,INTERVAL_MEAN,6,R,21.099653967552715,36
uci,101,INTERVAL_MEAN,12,M,21.600913181073135,36
uci,101,INTERVAL_MEAN,12,O,22.188311773869724,36
uci,101,INTERVAL_MEAN,12,R,21.675987530499697,36
uci,102,END_BIN,3,M,15.010211870902115,40
uci,102,END_BIN,3,O,15.055537852976057,40
uci,102,END_BIN,3,R,15.801475122984913,40
uci,102,END_BIN,6,M,15.791988348381386,40
uci,102,END_BIN,6,O,15.796418843997849,40
uci,102,END_BIN,6,R,16.93866976309154,40
uci,102,END_BIN,12,M,17.238796305739218,40
uci,102,END_BIN,12,O,17.394725042912697,40
uci,102,END_BIN,12,R,17.050944288985598,40
uci,102,INTERVAL_MEAN,3,M,15.729906865706047,40
uci,102,INTERVAL_MEAN,3,O,15.906033462948269,40
uci,102,INTERVAL_MEAN,3,R,16.335294475571978,40
uci,102,INTERVAL_MEAN,6,M,16.360042593545383,40
uci,102,INTERVAL_MEAN,6,O,16.540567441119087,40
uci,102,INTERVAL_MEAN,6,R,16.781301334914232,40
uci,102,INTERVAL_MEAN,12,M,16.971156345059473,40
uci,102,INTERVAL_MEAN,12,O,17.51070019064678,40
uci,102,INTERVAL_MEAN,12,R,17.529038473963737,40
uci,103,END_BIN,3,M,28.725510824471712,52
uci,103,END_BIN,3,O,28.821991209354664,52
uci,103,END_BIN,3,R,30.137024318592417,52
uci,103,END_BIN,6,M,29.845612683229977,52
uci,103,END_BIN,6,O,29.82505765805642,52
uci,103,END_BIN,6,R,32.068618116279445,52
uci,103,END_BIN,12,M,32.020619460278084,52
uci,103,END_BIN,12,O,32.024094158576595,52
uci,103,END_BIN,12,R,34.08300458308723,52
uci,103,INTERVAL_MEAN,3,M,29.271797853625483,52
uci,103,INTERVAL_MEAN,3,O,29.80585650727153,52
uci,103,INTERVAL_MEAN,3,R,29.912980994002687,52
uci,103,INTERVAL_MEAN,6,M,30.257681590815384,52
uci,103,INTERVAL_MEAN,6,O,30.42874437653356,52
uci,103,INTERVAL_MEAN,6,R,30.27818572231465,52
uci,103,INTERVAL_MEAN,12,M,31.462071727961302,52
uci,103,INTERVAL_MEAN,12,O,31.5801409209768,52
uci,103,INTERVAL_MEAN,12,R,30.69259254137675,52
uci,104,END_BIN,3,M,10.13917694116632,20
uci,104,END_BIN,3,O,10.156692718880045,20
uci,104,END_BIN,3,R,9.943516146805552,20
uci,104,END_BIN,6,M,10.544312986234823,20
uci,104,END_BIN,6,O,10.579259674996138,20
uci,104,END_BIN,6,R,10.418784513655636,20
uci,104,END_BIN,12,M,10.40247890022066,20
uci,104,END_BIN,12,O,10.460953454590506,20
uci,104,END_BIN,12,R,9.807677210619053,20
uci,104,INTERVAL_MEAN,3,M,10.656093618108166,20
uci,104,INTERVAL_MEAN,3,O,10.93375545926392,20
uci,104,INTERVAL_MEAN,3,R,9.965629188964764,20
uci,104,INTERVAL_MEAN,6,M,10.64965699137085,20
uci,104,INTERVAL_MEAN,6,O,10.902460161803496,20
uci,104,INTERVAL_MEAN,6,R,9.955249050011238,20
uci,104,INTERVAL_MEAN,12,M,10.647084513058264,20
uci,104,INTERVAL_MEAN,12,O,10.922137293550703,20
uci,104,INTERVAL_MEAN,12,R,9.890736070565051,20
